,title,author
41822,Something from the Nightside,Simon R. Green
41824,Snow White & the Huntsman,Evan Daugherty
41825,Lady Susan,Jane Austen
41827,"Transmetropolitan, Vol. 2: Lust for Life",Warren Ellis
41829,The Continual Condition: Poems,Charles Bukowski
41831,Promise of the Wolves,Dorothy Hearst 
41835,Love and Leftovers,Sarah Tregay 
41836,Mortal Ties,Eileen Wilks 
41841,Till Death Do Us Bark,Kate Klise
41842,Grim Tuesday,Garth Nix 
41844,The Savage Mind,Claude Lévi-Strauss
41845,Witness for the Prosecution,Agatha Christie
41847,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling
41851,The Revolution: A Manifesto,Ron Paul
41852,Royal Flash,George MacDonald Fraser
41853,Boys Should Be Boys: 7 Secrets to Raising Healthy Sons,Meg Meeker
41854,Genesis,Lara Morgan 
41857,In My Skin: A Memoir,Kate Holden
41858,One Pink Rose,Julie Garwood 
41860,The Prey,Allison Brennan 
41866,Comstock Lode,Louis L'Amour
41871,A Highland Christmas,M.C. Beaton
41873,Princess at Sea,Dawn Cook
41877,Trust No One,Linda Sue Park
41878,Joe College,Tom Perrotta
41880,Collected Shorter Plays,Samuel Beckett
41881,The Mystery at Lilac Inn,Carolyn Keene
41882,Call Me Crazy,Quinn Loftis 
41885,The Odd Couple,Neil Simon
41888,Sweet Seduction,Maya Banks 
41889,The Secret of the Forgotten City,Carolyn Keene
41894,"Cut: The True Story of an Abandoned, Abused Little Girl Who Was Desperate to Be Part of a Family",Cathy Glass
41895,The Last Samurai,Helen DeWitt
41898,On the Night You Were Born,Nancy Tillman  (Illustrations)
41903,"Worth Fighting For: Love, Loss, and Moving Forward",Lisa Niemi Swayze
41904,The Savage Damsel and the Dwarf,Gerald Morris
41906,Singing the Dogstar Blues,Alison Goodman 
41907,The Potato Factory,Bryce Courtenay
41908,The Bar Code Rebellion,Suzanne Weyn
41911,One Night with Him,K.S. Smith 
41912,"Junie B., First Grader: Shipwrecked",Barbara Park
41913,The Key to the Golden Firebird,Maureen Johnson 
41915,"Nella Last's War: The Second World War Diaries of 'Housewife, 49'",Nella Last
41916,The Adventure of the Dancing Men (Stories from the return of Sherlock Holmes),Arthur Conan Doyle
41922,Bear Snores On,Karma Wilson 
41924,Sidecar,Amy Lane 
41927,Scorched,Laura Griffin 
41929,A Tiger for Malgudi,R.K. Narayan
41930,Sidney Sheldon's Angel of the Dark,Tilly Bagshawe
41935,Shoe Strings,Christy Hayes 
41937,Revealed,P.C. Cast 
41942,The Extraordinary Adventures of Alfred Kropp,Rick Yancey
41943,Brutal Precious,Sara Wolf 
41945,The Wedding Trap,Adrienne Bell 
41949,Completion,Stylo Fantome 
41956,"Guardians of the Galaxy, Volume 1: Cosmic Avengers",Brian Michael Bendis (Writer)
41960,Sleeping Murder,Agatha Christie
41962,Much Ado About Magic,Shanna Swendson 
41963,The Shearing Gun,Renae Kaye 
41964,Shadow of the Queen,Daniel T. Thompson (Plot)
41968,The Tripods Trilogy,John Christopher
41969,The Last Bastion of the Living,Rhiannon Frater 
41970,The Monkey's Paw (Oxford Bookworms),Diane Mowat (Adapted by)
41973,In Her Name: Redemption,Michael R. Hicks 
41976,The Nemesis Program,Scott Mariani 
41980,Dragonswood,Janet Lee Carey 
41981,What She Left,T.R. Richmond
41982,Reforming Marriage,Douglas Wilson 
41983,White Gold Wielder,Stephen R. Donaldson
41984,Spider-Man: Blue,Jeph Loeb
41987,A Witch in Love,Ruth Warburton 
41989,Mumu,Ivan Turgenev
41990,Seduced By Fire,Tara Sue Me 
41991,Dragos Takes a Holiday,Thea Harrison 
41992,Dark Times,Rob Reger 
41996,Close Your Eyes,Amanda Eyre Ward 
41998,Ice Dogs,Terry Lynn Johnson 
42000,The Rivals,Richard Brinsley Sheridan
42002,Cop Hater,Ed McBain
42003,Distraction,Aurora Rose Reynolds 
42004,Victoria's Challenge,M.K. Eidem 
42007,Fearless,B.B. Reid 
42011,The Black Magician Trilogy,Trudi Canavan
42017,Aaron,J.P. Barna
42018,The Not-So-Jolly Roger,Jon Scieszka
42020,Marcia Schuyler,Grace Livingston Hill
42021,Dancing at the Rascal Fair,Ivan Doig
42022,"Prague Winter: A Personal Story of Remembrance and War, 1937-1948",Madeleine K. Albright
42025,The Third Eye,Lois Duncan
42026,The Air-Conditioned Nightmare,Henry Miller
42028,Peer Gynt,Henrik Ibsen
42030,The Thirteen-Gun Salute,Patrick O'Brian
42031,The Narrows,Michael Connelly 
42039,The Bad Guy,Celia Aaron 
42041,The Big Sleep and Other Novels,Raymond Chandler
42043,The Sherwood Ring,Elizabeth Marie Pope
42046,Fall Into Temptation,Lucy Score 
42047,Omensetter's Luck,William H. Gass
42048,Pandora's Lab: Seven Stories of Science Gone Wrong,Paul A. Offit
42049,"Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old",Deepak Chopra 
42057,Before Midnight,Jennifer Blackstream 
42058,The Vanishing Tower,Michael Moorcock
42061,S/Z: An Essay,Roland Barthes
42062,Medicine Cards: The Discovery of Power Through the Ways of Animals,Jamie Sams
42064,"Vagabond, Vol. 1",Takehiko Inoue
42068,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald
42070,Love,Toni Morrison
42072,Into the Dark,Karen Rose 
42073,Mortality,Christopher Hitchens
42074,The Epic Fail of Arturo Zamora,Pablo Cartaya 
42076,Let's Talk About Love,Claire Kann 
42078,Mists of the Serengeti,Leylah Attar 
42081,The Good Spy: The Life and Death of Robert Ames,Kai Bird 
42085,The Unbound Empire,Melissa Caruso 
42087,A Dog's Way Home,W. Bruce Cameron 
42089,Clementine,Sara Pennypacker
42090,Tales from a Not-So-Friendly Frenemy,Rachel Renée Russell 
42091,The Big Clock,Kenneth Fearing
42092,Hell & High Water,Charlie Cochet 
42093,Clique Bait,Ann Valett 
42095,The Venetian Betrayal,Steve Berry 
42096,Tyrannosaur Canyon,Douglas Preston 
42098,Time Bomb,Joelle Charbonneau
42101,Mr Stink,David Walliams
42102,"Chibi Vampire, Vol. 01",Yuna Kagesaki
42104,The Interpretation of Murder,Jed Rubenfeld
42106,Understanding by Design,Grant P. Wiggins
42107,Jane and the Wandering Eye,Stephanie Barron
42109,Founding Mothers: The Women Who Raised Our Nation,Cokie Roberts
42111,"Eat This, Not That!: The No-Diet Weight Loss Solution",David Zinczenko
42112,4th of July,James Patterson 
42114,Groosham Grange,Anthony Horowitz 
42117,The Summoning,Lynne Ewing
42118,The Secret Pearl,Mary Balogh
42119,To Darkness and to Death,Julia Spencer-Fleming 
42120,Turnabout,Margaret Peterson Haddix
42121,A Maggot,John Fowles
42123,Centering Prayer and Inner Awakening,Cynthia Bourgeault
42124,Lullaby,Ed McBain
42125,Mrs. Kimble,Jennifer Haigh 
42126,"Battle Angel Alita, Volume 09: Angel's Ascension",Yukito Kishiro
42128,Hideaway,Dean Koontz 
42129,Mind Game,Christine Feehan 
42130,To Die For,Linda Howard
42132,Look for Me by Moonlight,Mary Downing Hahn 
42133,The Sixth Wife,Suzannah Dunn
42134,The Stranger,Chris Van Allsburg
42135,The Bargain,Mary Jo Putney
42137,A Christian Manifesto,Francis A. Schaeffer
42138,Vamps and the City,Kerrelyn Sparks 
42141,You Don't Know Jack,Erin McCarthy 
42143,Empress,Karen Miller
42146,Brink of Death,Brandilyn Collins 
42147,Moravagine,Blaise Cendrars
42149,The Devilish Pleasures of a Duke,Jillian Hunter 
42150,"MeruPuri, Vol. 3",Matsuri Hino
42151,The Cat Who Brought Down the House,Lilian Jackson Braun
42153,The Escape,Robert Muchamore
42155,The Sadeian Woman,Angela Carter
42156,Waiting for the Mahatma,R.K. Narayan
42157,Charlie All Night,Jennifer Crusie 
42159,Rowan of Rin,Emily Rodda 
42164,The Soloist,Mark Salzman
42166,Slow Ride,Lorelei James 
42168,All About Love,Stephanie Laurens 
42170,Manifestoes of Surrealism,André Breton
42172,If The Dead Rise Not,Philip Kerr
42175,Haunted,James Herbert
42181,Beyond Justice,Joshua Graham 
42187,Lost and Found,Jayne Ann Krentz 
42188,Team Yankee,Harold Coyle
42189,Motor Mouth,Janet Evanovich 
42195,Secrets of the Wolves,Dorothy Hearst 
42196,The Hungry Ocean: A Swordboat Captain's Journey,Linda Greenlaw
42201,Elemental Rising,Maddy Edwards 
42206,Pushed: The Painful Truth About Childbirth and Modern Maternity Care,Jennifer Block 
42207,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina
42211,Myth and Meaning: Cracking the Code of Culture,Claude Lévi-Strauss
42212,The Mousetrap and Other Plays,Agatha Christie
42217,The Moving Finger,Agatha Christie
42222,Zero Day,Mark Russinovich
42224,The Art of Peace,Morihei Ueshiba
42226,Interzone,William S. Burroughs
42232,Warrior Princess,Allan Frewin Jones
42235,The Spook's Bestiary: The Guide to Creatures of the Dark,Joseph Delaney 
42236,"Arisa, Vol. 01",Natsumi Andō
42238,Child of the Northern Spring,Persia Woolley 
42244,The Nightly News,Jonathan Hickman
42245,Time Mends,Tammy Blackwell 
42246,Day of Doom,David Baldacci 
42248,The Full Cupboard of Life,Alexander McCall Smith 
42250,The Bridge Over the River Kwai,Pierre Boulle
42252,Changing Lanes,Kathleen Long 
42256,Sweet Persuasion,Maya Banks 
42257,The Flying Saucer Mystery,Carolyn Keene
42261,Gertrude,Hermann Hesse
42262,Prologue: The Brothers,Chris Stewart
42264,The Blood Keeper,Tessa Gratton 
42265,The Dark Design,Philip José Farmer
42267,Down Came the Rain: My Journey Through Postpartum Depression,Brooke Shields
42268,Longing,Karen Kingsbury 
42270,Killing Rage: Ending Racism,Bell Hooks
42272,A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes
42275,The Time of My Life,Patrick Swayze
42278,From What I Remember...,Stacy Kramer
42279,Embracing Defeat: Japan in the Wake of World War II,John W. Dower
42280,Taking a Shot,Jaci Burton 
42282,Complete Me,J. Kenner 
42285,"Fifty Shades of Grey, Inner Goddess: A Journal",E.L. James  (Creator)
42289,Kiss Kiss,Roald Dahl
42290,Lost and Found,K.F. Breene 
42292,Finding Infinity,Layne Harper 
42294,The Balkan Trilogy,Olivia Manning
42296,Wild Heat,Bella Andre 
42297,Frida,Jonah Winter
42303,Twisted,Laura Griffin 
42306,Dream Chaser,Angie Stanton 
42307,With You,Nashoda Rose 
42308,Origins,Kristen Middleton 
42310,Releasing Me,Jewel E. Ann 
42312,The Heart Sutra,Red Pine
42313,Fighting to Forgive,J.B. Salsbury 
42315,What A Lady Wants,Victoria Alexander 
42319,Revenge,Sam Crescent 
42323,Domu: A Child's Dream,Katsuhiro Otomo
42324,Reparation,Stylo Fantome 
42325,1861: The Civil War Awakening,Adam Goodheart
42326,Starman,Sara Douglass
42329,Kiss and Spell,Shanna Swendson 
42330,Stay,Riley Hart 
42331,Nowhere but Here,Renee Carlino 
42334,The Lost Herondale,Cassandra Clare 
42336,Word Nerd,Susin Nielsen 
42338,Bound by Duty,Cora Reilly 
42339,The Return of the Indian,Lynne Reid Banks
42340,Laugh with the Moon,Shana Burg
42342,The Forbidden Tomb,Chris Kuzneski 
42347,The Wounded Land,Stephen R. Donaldson
42350,The Meaning of Human Existence,Edward O. Wilson
42355,Pulse - Part One,Deborah Bladon 
42356,Serpent's Kiss,Thea Harrison 
42357,Piece of Mind,Rob Reger 
42358,The Lonely Londoners,Sam Selvon
42360,A Thousand Mornings,Mary Oliver
42363,SCUM Manifesto,Valerie Solanas
42365,The Star Scroll,Melanie Rawn
42367,Lost in the Sun,Lisa Graff
42369,The Thirteen Problems,Agatha Christie
42371,Running from Safety: An Adventure of the Spirit,Richard Bach 
42373,Justified,Aurora Rose Reynolds 
42374,Jacinda's Challenge,M.K. Eidem 
42375,Forever Pucked,Helena Hunting 
42377,Requiem,Frances Itani
42380,Breaking Love,B.B. Reid 
42381,"Katie, Batter Up!",Coco Simon
42382,Archetype,M.D. Waters 
42383,Vampire: The Masquerade Revised,Mark Rein-Hagen (Creator)
42385,Tied Bond,Emma Hart 
42389,Henry and Ribsy,Beverly Cleary
42395,Tower of Thorns,Juliet Marillier 
42396,Dry Storeroom No. 1: The Secret Life of the Natural History Museum,Richard Fortey
42403,The Devil in Disguise,Cynthia Eden 
42407,The Aladdin Factor: How to Ask for What You Want--And Get It,Jack Canfield
42411,No More Secrets,Lucy Score 
42413,Moby Dick (Great Illustrated Classics),Shirley Bogart (Adaptor)
42414,Perfect Health: The Complete Mind/Body Guide,Deepak Chopra 
42417,All We Have Is Now,Lisa Schroeder 
42418,Ink Witch,Lindsey Fairleigh 
42421,Your Favorite Seuss,Dr. Seuss
42423,The MacGregors: Serena & Caine,Nora Roberts 
42424,The Bane of the Black Sword,Michael Moorcock
42426,The Secret Seven Adventure,Enid Blyton
42427,Course in General Linguistics,Ferdinand de Saussure
42430,"Black Magick, Vol. 1: Awakening",Greg Rucka
42433,The Touch,F. Paul Wilson 
42435,The Worst Best Man,Lucy Score 
42437,The House at the Edge of Night,Catherine Banner 
42438,Mother Knows Best,Serena Valentino 
42440,Strange Fire: The Danger of Offending the Holy Spirit with Counterfeit Worship,John F. MacArthur Jr.
42443,The Tethered Mage,Melissa Caruso 
42444,What We Found in the Sofa and How It Saved the World,Henry Clark
42445,The Sleepwalkers: How Europe Went to War in 1914,Christopher Clark
42452,The Penderwicks at Last,Jeanne Birdsall
42454,Rack & Ruin,Charlie Cochet 
42455,Meet Me at Midnight,Jessica Pennington 
42456,Two Graves,Douglas Preston 
42457,Coronado: Stories,Dennis Lehane 
42460,"Chibi Vampire, Vol. 05",Yuna Kagesaki
42462,North Dallas Forty,Peter Gent
42464,Perfect Princess,Meg Cabot 
42470,The Deeper Meaning of Liff,Douglas Adams
42471,Real Vampires Live Large,Gerry Bartlett 
42473,"Stormy, Misty's Foal",Marguerite Henry
42475,Murphy's Law,Rhys Bowen 
42476,Go,John Clellon Holmes
42479,The Immense Journey,Loren Eiseley
42482,Richard Scarry's Best Word Book Ever,Richard Scarry
42487,Rapture in Death,J.D. Robb 
42488,Family Tree,Barbara Delinsky 
42489,Punish the Sinners,John Saul
42490,I Shall Not Want,Julia Spencer-Fleming 
42491,Shadow Children (Boxed Set): Among the Hidden; Among the Impostors; Among the Betrayed; Among the Barons,Margaret Peterson Haddix
42494,Dragongirl,Todd McCaffrey 
42495,Heat,Ed McBain
42498,The Time Thief,Linda Buckley-Archer 
42499,The Intruders,Michael Marshall
42500,Dragonseye,Anne McCaffrey
42501,Better To Rest,Dana Stabenow 
42503,The Sweetest Fig,Chris Van Allsburg
42504,The Wild Child,Mary Jo Putney
42506,Master of the Night,Angela Knight
42508,The God Who Is There,Francis A. Schaeffer
42509,The Undead Next Door,Kerrelyn Sparks 
42510,Things That Are,Andrew Clements
42512,The Black Pearl,Scott O'Dell
42514,Courage and Consequence: My Life as a Conservative in the Fight,Karl Rove 
42515,Sphere of Influence,Kyle Mills 
42516,A Madman Dreams of Turing Machines,Janna Levin
42518,The Psychopathology of Everyday Life,Sigmund Freud
42520,Fortune's Fool,Mercedes Lackey
42521,Exposure,Brandilyn Collins 
42522,Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz
42523,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry
42525,The Sinful Nights of a Nobleman,Jillian Hunter 
42526,"MeruPuri, Vol. 4",Matsuri Hino
42528,The Cat Who Sang for the Birds,Lilian Jackson Braun
42529,Shadow Wave,Robert Muchamore
42530,Silken Threads,Patricia Ryan 
42537,"Batman & Robin, Vol. 1: Batman Reborn",Grant Morrison (Writer)
42538,Elfsorrow,James Barclay 
42540,Shoulda Been a Cowboy,Lorelei James 
42542,"A Thousand Lives: The Untold Story of Hope, Deception, and Survival at Jonestown",Julia Scheeres 
42543,On a Wicked Dawn,Stephanie Laurens 
42544,The Blue Flowers,Raymond Queneau
42545,The Wedding Quilt,Jennifer Chiaverini 
42547,March Violets,Philip Kerr
42550,Thereby Hangs a Tail,Spencer Quinn 
42552,Others,James Herbert
42553,The Caliph's House: A Year in Casablanca,Tahir Shah 
42555,Big Mouth and Ugly Girl,Joyce Carol Oates
42556,Outbreak,Robin Cook 
42558,Another Homecoming,Janette Oke
42559,Girl Parts,John M. Cusick 
42560,Mercy Burns,Keri Arthur 
42562,When God Whispers Your Name,Max Lucado 
42564,Beckoning Light,Alyssa Rose Ivy 
42567,Portrait of a Starter: An Unhidden Story,Lissa Price 
42571,Woken Furies,Richard K. Morgan
42575,The Inheritance,Tamera Alexander 
42584,1001 Movies You Must See Before You Die,Steven Jay Schneider
42585,Dialectic of Enlightenment: Philosophical Fragments,Theodor W. Adorno
42588,Reality Chick,Lauren Barnholdt 
42589,Orion,Ben Bova
42592,Once Upon a Time in Bliss,Sophie Oak 
42598,Dungeon Crawlin' Fools,Rich Burlew
42602,Calico Palace,Gwen Bristow
42603,Pigeon Post,Arthur Ransome
42604,Fate,Elizabeth Reyes 
42608,Anti-Intellectualism in American Life,Richard Hofstadter
42610,The Devil's Elixirs,E.T.A. Hoffmann
42613,Sweet Surrender,Maya Banks 
42614,Mystery of the Glowing Eye,Carolyn Keene
42615,Good Enough,Paula Yoo 
42619,Siege,Simon Kernick 
42621,Two Weeks with a SEAL,Theresa Marguerite Hewitt 
42622,The Naked Civil Servant,Quentin Crisp
42623,The Laramie Project,Moisés Kaufman
42624,The Magic Labyrinth,Philip José Farmer
42625,Loving,Karen Kingsbury 
42626,Escape,Barbara Delinsky 
42630,The Arms of Krupp: The Rise and Fall of the Industrial Dynasty that Armed Germany at War,William Manchester
42631,Finding Hart,Ella Fox 
42633,Ordering Your Private World,Gordon MacDonald
42636,From Gods,Mary Ting 
42637,100 Selected Poems,E.E. Cummings
42638,Malice,Danielle Steel
42644,Falling Stars,Sadie Grubor 
42645,The Juliet Club,Suzanne Harper
42646,Christmas at Harrington's,Melody Carlson
42647,Kesrith,C.J. Cherryh 
42652,Shadows in Flight,Orson Scott Card
42653,"The Adventure of the Empty House (The Return of Sherlock Holmes, #1)",Arthur Conan Doyle
42654,Muhammad Ali: His Life and Times,Thomas Hauser
42657,The Arrangement: The Ferro Family,H.M. Ward 
42659,Suddenly Royal,Nichole Chase 
42666,Scars and Songs,Christine Zolendz 
42667,People of the Moon,W. Michael Gear
42668,Perfect Imperfections,Cardeno C. 
42670,The Compass Rose,Gail Dayton 
42672,"Retribution: The Battle for Japan, 1944-45",Max Hastings
42673,The Unofficial Zack Warren Fan Club,J.C. Isabella 
42676,Holding You,Jewel E. Ann 
42680,The Complete Kāma-Sūtra,Mallanaga Vātsyāyana
42682,The Double Eagle,James Twining
42684,The Contract,Scarlett Edwards
42687,Separation,Stylo Fantome 
42690,Avow,Chelsea Fine 
42693,La Bella Mafia,Ashley Antoinette 
42697,No Quest For The Wicked,Shanna Swendson 
42698,Starting Point,N.R. Walker
42699,Vital Sign,J.L. Mac 
42700,"Tough Sh*t: Life Advice from a Fat, Lazy Slob Who Did Good",Kevin Smith
42704,The Horror Stories of Robert E. Howard,Robert E. Howard
42706,Impossible,Danielle Steel
42707,Crazy,Amy Reed 
42708,"Yu-Gi-Oh! Duelist, Vol. 1: Duelist Kingdom",Kazuki Takahashi
42710,The Mermaids Singing,Val McDermid
42711,Surface Detail,Iain M. Banks
42712,Shadow,Michael Morpurgo
42714,Burn,Julianna Baggott 
42717,Straits of Hell,Taylor Anderson 
42719,Kingdom of Darkness,Andy McDermott
42720,The Ladies of Covington Send Their Love,Joan Medlicott
42726,The Kiss,James Patterson 
42727,Three Days,J.S. Cooper 
42729,Bone Palace Ballet,Charles Bukowski
42730,How Markets Fail: The Logic of Economic Calamities,John Cassidy
42732,Flags in the Dust,William Faulkner
42735,Sunrunner's Fire,Melanie Rawn
42739,Into the Woods,Lyn Gardner
42740,Liability,C.A Rose
42747,The Defining Decade: Why Your Twenties Matter - and How to Make the Most of Them Now,Meg Jay
42749,You Belong to Me,Johanna Lindsey
42758,A World Lost,Wendell Berry
42760,Pardonable Lies,Jacqueline Winspear 
42761,The Advantage: Why Organizational Health Trumps Everything Else in Business,Patrick Lencioni
42762,The One Hundred Nights of Hero,Isabel Greenberg 
